-0.735,-0.8443,-0.54155,0.20526,0.025722,-0.065192,0.059467,0.147,0.18566,0.040063,0.19771,0.075397,0.56132,-0.074036,-0.18578,0.36873,-0.72835,-0.50874,-0.68497,-0.39743,-0.29979,-0.081048,0.16655,-0.13989,-0.1676,0.16383,-0.31448,-0.38131,-0.22214,-0.35296,-0.089586,-0.47722,-0.94488,-0.70185,-0.60913,0.14271,-0.34719,-0.50651,0.04929,-0.2904,-0.51951,-0.52042,-0.74262,-0.6535,-0.59027,-0.73674,-0.50869,-0.71079,-0.48359,-0.059898,-0.48018,0.22728,-0.083372,-0.13057,-0.10212,-0.25878,-0.42871,0.32616,-0.40584,-0.45266,-0.42718,-0.60595,-0.60751,-0.67135,-0.93615,0.18261,-0.98305,0.14768,0.33333,-0.72653,-0.88312,-0.76313
-0.23144,-0.2895,-0.66562,0.70618,-0.47885,-0.33449,-0.69214,0.038761,-0.46391,-0.49609,-0.080156,-0.13837,0.30865,0.28204,-0.28698,0.29473,-0.26468,0.078156,-0.79886,-0.733,-0.32561,-0.3605,-0.30198,-0.65764,-0.61729,-0.21886,-0.42149,-0.58272,-0.31734,-0.46866,-0.45253,-0.63642,-0.94297,-0.49435,-0.48362,-0.9773,-0.52751,-0.86143,-0.61449,-0.69148,-0.74266,-0.76655,-0.88059,-0.85261,-0.83932,-0.8746,-0.84866,-0.91749,-0.58444,-0.39853,0.77655,-0.112,-0.41065,-0.57914,-0.73593,-0.66505,-0.58801,-0.68897,-0.82674,-0.85708,-0.86502,-0.81295,-0.8287,-0.9498,-0.63087,0.21739,-0.68647,0.18143,0.33333,-0.61725,-0.69254,-0.58461
0.083564,-0.28702,-0.69551,0.58228,-0.54345,-0.057444,-0.24367,0.11981,-0.4401,0.11166,0.042847,-0.045963,0.083123,-0.23262,-0.39688,-0.58143,-0.06088,-0.12871,-0.76515,-0.53385,-0.57118,-0.45903,-0.10328,-0.10631,-0.45443,0.2521,-0.084616,-0.48493,-0.026213,-0.13253,-0.14166,-0.49913,-0.65305,-0.51845,-0.66784,-0.73167,-0.70037,-0.37557,-0.29738,0.10197,-0.51704,-0.29719,-0.35024,-0.79454,-0.57078,-0.63421,-0.73702,-0.81499,0.079929,-0.41628,0.78866,-0.3677,-0.30863,-0.56346,-0.49167,-0.21403,-0.51318,0.059865,-0.45482,-0.69231,-0.37063,-0.60384,-0.78387,-0.71885,-0.79785,0.06087,-1,0.5443,1,-0.78977,-0.94889,-0.73276
-0.65142,-0.51213,-0.49135,-0.12203,-0.039308,-0.054276,-0.053744,0.55415,-0.24706,0.30036,0.036448,-0.25028,0.43405,0.0961,-0.22894,0.091954,-0.46717,0.16287,-0.57246,-0.25661,-0.46582,0.03721,0.042654,-0.24881,0.032828,0.53624,0.33657,-0.034981,0.030045,-0.14884,-0.10285,-0.38976,-0.80957,-0.18677,-0.59939,-0.53197,-0.65387,-0.21724,-0.29569,-0.33299,-0.016956,-0.51393,-0.621,-0.67794,-0.62975,-0.49539,-0.59231,-0.77527,-0.11988,0.21793,0.70895,-0.04218,-0.2429,-0.18512,-0.21245,-0.43184,0.24561,-0.077543,-0.11013,-0.28842,-0.40217,-0.52841,-0.55961,-0.52833,-0.94619,0.14783,-0.76566,0.11392,0.33333,-0.88542,-0.73085,-0.79491
-0.30513,-0.6891,-0.79991,-0.74795,-0.0861,0.079984,-0.39693,0.1978,-0.27602,-0.030323,0.29306,0.041966,0.77401,0.1013,-0.2529,-0.2526,-0.64289,-0.69998,-0.90943,-0.54554,-0.63346,-0.38153,-0.62332,-0.39474,-0.44875,-0.20002,-0.043065,-0.04381,0.28886,0.41083,0.47481,-0.16255,-0.31801,0.096666,-0.45286,0.070909,0.028536,-0.12224,-0.26486,0.052117,-0.02957,-0.086228,-0.15075,-0.32938,-0.029889,-0.22818,0.046065,-0.31954,0.0076569,-0.15447,0.83727,0.37277,-0.05031,-0.26643,-0.56321,-0.25849,-0.036974,0.08536,0.39155,0.56768,0.65565,0.43137,0.14672,-0.17526,-0.96333,0.73913,-0.83659,0.68776,0.33333,-0.78253,-0.65424,-0.60045
-0.54395,-0.7807,-0.41628,0.36929,0.089492,0.14275,0.39507,-0.030149,-0.21429,-0.68782,-0.056699,-0.76865,-0.087204,-0.46361,-0.25242,-0.29864,-0.32894,-0.27355,-0.53251,-0.44856,-0.29384,-0.1069,-0.11351,-0.1823,0.012679,0.13593,0.041103,-0.37197,-0.19868,-0.3648,-0.14029,-0.46614,-0.86774,-0.71168,-0.74017,-0.55735,-0.57121,-0.33139,-0.30856,-0.29614,-0.23741,-0.10843,-0.3058,-0.50052,-0.2768,-0.50208,-0.53272,-0.65422,0.040745,-0.30253,0.63769,0.20381,-0.28031,0.047199,-0.085446,-0.37156,-0.18005,-0.32002,-0.30443,-0.51965,-0.10957,-0.7171,-0.64458,-0.79006,-0.72639,0.11304,-0.93889,0.080169,0.33333,-0.55024,-0.72643,-0.62044
-0.41833,-0.66942,-0.83752,0.42045,-0.33425,0.10744,0.070017,-0.013559,-0.14109,0.14623,-0.24698,-0.15666,-0.32136,0.33475,0.062753,-0.28174,-0.63043,-0.54537,-0.89935,-0.68405,-0.75655,-0.3282,-0.67622,-0.55342,-0.65264,-0.4989,-0.4384,-0.70768,-0.51976,-0.49882,-0.21409,-0.49837,-0.826,-0.68064,-0.72326,-0.73922,-0.8226,-0.51174,-0.63054,-0.55371,-0.71456,-0.68868,-0.78969,-0.85458,-0.77579,-0.72671,-0.62048,-0.83406,-0.43725,-0.57631,0.83953,-0.19238,-0.60435,-0.53043,-0.56616,-0.64581,-0.57003,-0.43571,-0.77216,-0.75715,-0.75735,-0.74195,-0.71757,-0.57323,-0.78993,0.043478,-0.59356,0.012658,0.33333,-0.15813,-0.52465,-0.30883
-0.62477,-0.83697,-0.39057,0.4341,-0.25101,0.026544,-0.099127,0.55105,0.16114,0.37774,0.30185,-0.47612,0.1317,0.34126,-0.037279,0.30341,-0.62335,-0.50581,-0.59722,-0.38545,-0.3475,-0.090248,0.25058,0.3655,0.17891,1,0.19004,-0.14083,-0.093807,-0.33049,0.15606,-0.47423,-0.79664,-0.77809,-0.57485,-0.80962,-0.70659,-0.74226,-0.49156,-0.27837,-0.55153,-0.5825,-0.73897,-0.77206,-0.755,-0.87048,-0.72776,-0.8605,-0.013606,-0.3785,0.68604,-0.22202,-0.42325,-0.36414,-0.24627,0.18389,-0.43264,-0.15318,-0.16266,-0.61186,-0.41033,-0.72607,-0.77845,-0.79127,-0.9526,-0.078261,-0.93221,-0.10549,0.33333,-0.73587,-0.9026,-0.80731
-0.23165,-0.20068,-0.40566,0.069411,-0.606,0.17357,-0.083307,0.30806,0.013661,0.36861,0.3404,0.066209,0.67511,0.28167,-0.10629,0.16223,-0.0049975,0.36646,-0.54533,-0.2871,-0.36863,-0.085302,-0.27534,-0.23844,-0.043659,-0.153,-0.48181,-0.51987,-0.2462,-0.35272,-0.24301,-0.50351,-0.85368,-0.67915,-0.60714,-0.77604,-0.84601,-0.68494,-0.51649,-0.71291,-0.64547,-0.89485,-0.91624,-0.90338,-0.82464,-0.83995,-0.76897,-0.87405,-0.58833,-0.82703,0.67872,-0.12732,-0.7487,-0.59246,-0.47514,-0.55788,-0.35138,-0.65247,-0.67723,-0.8114,-0.58631,-0.86067,-0.80108,-0.62477,-0.023017,0.14783,0.31157,0.11392,0.33333,0.26016,0.33965,0.36449
-0.68017,-0.94333,-0.93893,-0.25482,0.85937,0.14987,-0.35307,0.2274,-0.50792,-0.52996,-0.018593,-0.23401,-0.27205,-0.34633,-0.20465,0.024222,-0.96016,-0.9919,-0.94033,-0.75971,-0.79646,-0.73114,-0.89502,-0.70719,-0.94094,-0.50658,-0.65961,-0.76123,-0.69311,-0.53594,-0.54379,-0.73867,-0.92023,-0.81701,-0.69649,-0.33484,-0.26563,-0.11348,-0.50997,-0.13379,-0.52354,-0.34877,-0.4859,-0.50451,-0.65875,-0.53457,-0.53028,-0.71332,-0.28797,-0.46046,0.89851,0.22519,0.2731,-0.28098,-0.47539,-0.46759,-0.23302,0.12383,-0.24588,-0.32768,-0.1452,-0.069045,-0.62631,-0.72829,-0.96767,0.73913,-1,0.68776,0.33333,-0.90555,-0.84671,-0.85468
